ID da fila,ID da compra,Data da compra,Data de envio,Modo de envio,ID do cliente,Nome do cliente,Segmento,Cidade,Estado,Região Brasileira,País,Região,ID do produto,Categoria,Sub-categoria,Nome do produto,Quantidade,Valor_Vendas,Valor_Desconto,Valor_Lucro
7089,US-2016-110576,2/17/2016,2/19/2016,Primeira classe,EG-13645,Enzo Goncalves,Varejo,Culiacán,Sinaloa,,México,Norte,MÓV-CA-10001700,Móveis,Cadeiras,"Novimex Cadeira dobrável, Vermelho",3,"1315,68","0,2","-328,92"
7090,MX-2018-152275,9/29/2018,10/5/2018,Classe padrão,CC-12055,Camila Costa,Pequenas e Medias Empresas,Guanajuato,Guanajuato,,México,Norte,MÓV-CA-10001949,Móveis,Cadeiras,"HON Poltrona, Ajustável",3,"7354,08","0,2","827,28"
7097,MX-2018-134852,10/22/2018,10/28/2018,Classe padrão,RP-20020,Renan Pinto,Varejo,Chinautla,Guatemala,,Guatemala,Central,MÓV-CA-10001506,Móveis,Cadeiras,"Harbour Creations Banqueta, Vermelho",1,"1200,8",0,"348,2"
7100,MX-2016-115469,11/8/2016,11/14/2016,Classe padrão,LP-17500,Luana Pinto,Varejo,São Paulo,São Paulo,Sudeste,Brasil,Sul,MÓV-MÓ-10002143,Móveis,Móveis,"Advantus Moldura, Premium",4,"2926,4",0,"1052,8"
7109,MX-2018-145366,11/25/2018,11/29/2018,Classe padrão,GF-15040,Gustavo Ferreira,Varejo,Mejicanos,San Salvador,,El Salvador,Central,MÓV-MÓ-10003663,Móveis,Móveis,"Advantus Lâmpada, Preto",2,"267,6",0,"74,8"
7111,MX-2018-145366,11/25/2018,11/29/2018,Classe padrão,GF-15040,Gustavo Ferreira,Varejo,Mejicanos,San Salvador,,El Salvador,Central,MÓV-ME-10000211,Móveis,Mesas,"Bevis Mesa redonda, Branco",5,"13876,8","0,2","2427,8"
7123,MX-2017-131247,10/16/2017,10/20/2017,Classe padrão,VF-21055,Victor Ferreira,Varejo,Holguín,Holguín,,Cuba,Caribe,MÓV-CA-10002356,Móveis,Cadeiras,"SAFCO Cadeira de praia, Vermelho",2,"659,2",0,"131,6"
7130,MX-2016-154151,10/3/2016,10/10/2016,Classe padrão,JA-15655,Júlia Azevedo,Grande Empresa,Bahía Blanca,Província de Buenos Aires,,Argentina,Sul,MÓV-MÓ-10002284,Móveis,Móveis,"Advantus Relógio de parede, Embalagem multipack",5,1029,"0,4",137
7132,MX-2018-169838,5/6/2018,5/10/2018,Classe padrão,DM-12700,Danilo Martins,Pequenas e Medias Empresas,Las Tunas,Las Tunas,,Cuba,Caribe,MÓV-MÓ-10004599,Móveis,Móveis,"Advantus Peso de porta, Embalagem multipack",2,"601,2",0,132
7135,MX-2015-127194,10/13/2015,10/18/2015,Classe padrão,TC-20935,Tomás Cardoso,Varejo,Guadalajara,Jalisco,,México,Norte,MÓV-ES-10000624,Móveis,Estantes,"Ikea Estante tradicional, Branco",5,"11047,2","0,2","275,2"
7136,MX-2015-127194,10/13/2015,10/18/2015,Classe padrão,TC-20935,Tomás Cardoso,Varejo,Guadalajara,Jalisco,,México,Norte,MÓV-CA-10002523,Móveis,Cadeiras,"HON Banqueta, Preto",6,"5159,04","0,2","450,24"
7141,MX-2015-100174,12/21/2015,12/24/2015,Segunda classe,MO-18085,Marcos Oliveira,Varejo,San Luis Potosí,San Luis Potosí,,México,Norte,MÓV-ES-10004288,Móveis,Estantes,"Bush Estante tradicional, Preto",3,"6624,48","0,2","2235,48"
7148,MX-2017-140263,11/29/2017,12/4/2017,Classe padrão,FR-14185,Fábio Ribeiro,Varejo,Holguín,Holguín,,Cuba,Caribe,MÓV-ES-10004275,Móveis,Estantes,"Bush Gaveteiro, Tradicional",3,"2867,4",0,"85,8"
7151,MX-2018-133592,12/29/2018,1/4/2019,Classe padrão,PD-19465,Pedro Dias,Pequenas e Medias Empresas,Pinar del Rio,Pinar del Rio,,Cuba,Caribe,MÓV-ES-10002310,Móveis,Estantes,"Safco Estante, Preto",6,"6013,2",0,"2464,8"
7152,MX-2017-123694,9/26/2017,10/1/2017,Classe padrão,MA-18685,Matheus Almeida,Pequenas e Medias Empresas,Portmore,Saint Catherine,,Jamaica,Caribe,MÓV-CA-10001401,Móveis,Cadeiras,"Novimex Cadeira de praia, Preto",6,"1741,2",0,"765,6"
7159,MX-2016-134817,5/26/2016,5/30/2016,Classe padrão,BS-11215,Beatriz Silva,Pequenas e Medias Empresas,Jiutepec,Morelos,,México,Norte,MÓV-CA-10003011,Móveis,Cadeiras,"Novimex Cadeira de balanço, Ajustável",2,"1428,48","0,2","-178,72"
7161,MX-2018-126249,11/17/2018,11/21/2018,Classe padrão,SA-20440,Sofia Almeida,Grande Empresa,Ciudad Juárez,Chihuahua,,México,Norte,MÓV-ME-10000701,Móveis,Mesas,"Barricks Mesa de centro, Branco",6,"9718,08","0,2","727,68"
7172,US-2018-142790,6/19/2018,6/21/2018,Segunda classe,VS-21115,Victor Souza,Grande Empresa,Mérida,Yucatán,,México,Norte,MÓV-MÓ-10001039,Móveis,Móveis,"Advantus Porta retrato, Durável",2,"400,08","0,4","-226,72"
7175,US-2017-167269,6/18/2017,6/21/2017,Primeira classe,NR-19255,Nicolash Rocha,Grande Empresa,San Pedro Sula,Cortés,,Honduras,Central,MÓV-ES-10001915,Móveis,Estantes,"Dania Biblioteca, Tradicional",2,"2899,2","0,4","-1353,2"
7176,US-2017-167269,6/18/2017,6/21/2017,Primeira classe,NR-19255,Nicolash Rocha,Grande Empresa,San Pedro Sula,Cortés,,Honduras,Central,MÓV-CA-10004194,Móveis,Cadeiras,"HON Cadeira de balanço, Par",7,"3720,36","0,4","-1364,44"
7198,MX-2018-141712,12/31/2018,12/31/2018,No mesmo dia,PD-19465,Pedro Dias,Pequenas e Medias Empresas,Managua,Managua,,Nicarágua,Central,MÓV-CA-10004984,Móveis,Cadeiras,"Novimex Protetor de piso, Par",2,"781,2",0,"359,2"
7205,MX-2018-138394,8/7/2018,8/14/2018,Classe padrão,DF-12835,Davi Ferreira,Grande Empresa,Huehuetenango,Huehuetenango,,Guatemala,Central,MÓV-MÓ-10003099,Móveis,Móveis,"Tenex Caixa para correspondência, Premium",2,318,0,6
7209,MX-2016-146528,7/10/2016,7/14/2016,Segunda classe,JR-15535,Joao Rocha,Varejo,Guanare,Portuguesa,,Venezuela,Sul,MÓV-CA-10001401,Móveis,Cadeiras,"Novimex Cadeira de praia, Preto",2,"348,24","0,4","23,04"
7211,MX-2017-116820,11/20/2017,11/23/2017,Segunda classe,JA-15625,Júlia Almeida,Varejo,Santiago,Santiago,,Chile,Sul,MÓV-CA-10001756,Móveis,Cadeiras,"Harbour Creations Poltrona, Vermelho",3,"9472,2",0,"2367,6"
7224,US-2018-148894,10/14/2018,10/21/2018,Classe padrão,LD-17095,Leonor Dias,Varejo,Cidade do Panamá,Panamá,,Panamá,Central,MÓV-ES-10000391,Móveis,Estantes,"Ikea Biblioteca, Preto",4,"5835,84","0,4","-3307,36"
7232,MX-2017-128671,3/14/2017,3/16/2017,Segunda classe,LS-17845,Luiz Silva,Varejo,Novo Gama,Goiás,Centro-Oeste,Brasil,Sul,MÓV-MÓ-10001433,Móveis,Móveis,"Eldon Porta retrato, Premium",1,"378,2",0,"75,6"
7236,MX-2017-128671,3/14/2017,3/16/2017,Segunda classe,LS-17845,Luiz Silva,Varejo,Novo Gama,Goiás,Centro-Oeste,Brasil,Sul,MÓV-MÓ-10002468,Móveis,Móveis,"Deflect-O Moldura, Embalagem multipack",5,3670,0,403
7245,MX-2016-159170,1/10/2016,1/14/2016,Classe padrão,FM-14170,Fábio Melo,Varejo,Teresina,Piauí,Nordeste,Brasil,Sul,MÓV-MÓ-10000727,Móveis,Móveis,"Rubbermaid Peso de porta, Embalagem multipack",3,"877,2",0,"412,2"
7246,US-2016-154879,6/28/2016,7/2/2016,Segunda classe,EB-13615,Enzo Barros,Varejo,Lima,Lima,,Peru,Sul,MÓV-ES-10000519,Móveis,Estantes,"Sauder Par, Metal",2,"1174,08","0,4","-411,12"
7256,MX-2017-106922,5/15/2017,5/19/2017,Segunda classe,LS-16855,Lavinia Silva,Grande Empresa,Morelia,Michoacán,,México,Norte,MÓV-CA-10001833,Móveis,Cadeiras,"Novimex Banqueta, Vermelho",3,"2631,36","0,2","525,96"
7258,MX-2017-106922,5/15/2017,5/19/2017,Segunda classe,LS-16855,Lavinia Silva,Grande Empresa,Morelia,Michoacán,,México,Norte,MÓV-MÓ-10002222,Móveis,Móveis,"Eldon Peso de porta, Embalagem multipack",1,"200,88","0,4","-20,12"
7259,MX-2017-106922,5/15/2017,5/19/2017,Segunda classe,LS-16855,Lavinia Silva,Grande Empresa,Morelia,Michoacán,,México,Norte,MÓV-MÓ-10004937,Móveis,Móveis,"Rubbermaid Relógio de parede, Preto",3,"601,92","0,4","90,12"
7267,MX-2017-101504,11/19/2017,11/23/2017,Classe padrão,LA-17455,Luana Alves,Varejo,Soyapango,San Salvador,,El Salvador,Central,MÓV-ES-10001334,Móveis,Estantes,"Ikea Estante, Branco",4,3336,0,"1067,2"
7269,MX-2016-127404,9/29/2016,10/3/2016,Classe padrão,EP-13885,Estevan Pereira,Pequenas e Medias Empresas,San Salvador,San Salvador,,El Salvador,Central,MÓV-ME-10000599,Móveis,Mesas,"Lesro Mesa de conferência, Retangular",5,22804,"0,2",2280
7276,MX-2015-103331,6/14/2015,6/20/2015,Classe padrão,MR-18505,Marisa Ribeiro,Varejo,Huancayo,Junín,,Peru,Sul,MÓV-CA-10004984,Móveis,Cadeiras,"Novimex Protetor de piso, Par",5,"1171,8","0,4","116,8"
7284,US-2016-135671,9/27/2016,10/2/2016,Classe padrão,EA-13480,Emily Alves,Pequenas e Medias Empresas,Tegucigalpa,Francisco Morazán,,Honduras,Central,MÓV-CA-10004251,Móveis,Cadeiras,"Harbour Creations Protetor de piso, Par",3,891,"0,4","-148,8"
7293,MX-2017-134663,12/7/2017,12/9/2017,Segunda classe,EA-13960,Evelyn Araujo,Varejo,Guadalajara,Jalisco,,México,Norte,MÓV-ES-10001160,Móveis,Estantes,"Ikea Gaveteiro, Metal",5,3784,"0,2",-710
7294,MX-2017-134663,12/7/2017,12/9/2017,Segunda classe,EA-13960,Evelyn Araujo,Varejo,Guadalajara,Jalisco,,México,Norte,MÓV-ES-10001958,Móveis,Estantes,"Dania Par, Preto",1,"658,24","0,2","8,04"
7298,MX-2017-168578,5/30/2017,6/3/2017,Classe padrão,CC-11875,Caio Castro,Grande Empresa,Mejicanos,San Salvador,,El Salvador,Central,MÓV-MÓ-10004273,Móveis,Móveis,"Eldon Peso de porta, Preto",2,"668,8",0,"207,2"
7300,MX-2018-132703,7/2/2018,7/9/2018,Classe padrão,CC-12010,Camila Cavalcanti,Varejo,Córdoba,Veracruz,,México,Norte,MÓV-ME-10001135,Móveis,Mesas,"Chromcraft Mesa de treinamento, Montado",2,"3043,84","0,2","608,64"
7301,MX-2018-132703,7/2/2018,7/9/2018,Classe padrão,CC-12010,Camila Cavalcanti,Varejo,Córdoba,Veracruz,,México,Norte,MÓV-CA-10000570,Móveis,Cadeiras,"SAFCO Poltrona, Preto",3,7344,"0,2","1285,2"
7312,US-2015-153591,1/20/2015,1/25/2015,Classe padrão,AB-10255,Alice Barbosa,Pequenas e Medias Empresas,Cidade do México,Distrito Federal,,México,Norte,MÓV-ES-10002057,Móveis,Estantes,"Bush Biblioteca, Branco",1,"1956,48","0,2","-342,52"
7317,US-2016-149650,3/20/2016,3/25/2016,Classe padrão,CC-12040,Camila Costa,Pequenas e Medias Empresas,Guadalajara,Jalisco,,México,Norte,MÓV-CA-10001109,Móveis,Cadeiras,"HON Cadeira dobrável, Ajustável",6,"2685,12","0,2","-34,08"
7320,US-2015-151232,9/7/2015,9/12/2015,Classe padrão,NC-19150,Nicolas Castro,Varejo,San Pedro Sula,Cortés,,Honduras,Central,MÓV-MÓ-10000968,Móveis,Móveis,"Tenex Lâmpada, Premium",1,"70,2","0,4","-36,4"
7322,US-2017-131205,2/5/2017,2/9/2017,Classe padrão,BC-10990,Beatrice Cunha,Grande Empresa,David,Chiriquí,,Panamá,Central,MÓV-ES-10000975,Móveis,Estantes,"Dania Par, Metal",3,"1458,36","0,4","-243,24"
7325,MX-2018-127180,8/15/2018,8/21/2018,Classe padrão,AA-10240,Alice Araujo,Varejo,Cidade do México,Distrito Federal,,México,Norte,MÓV-CA-10003610,Móveis,Cadeiras,"Office Star Protetor de piso, Vermelho",5,"1755,2","0,2","-153,8"
7336,US-2017-140774,6/14/2017,6/17/2017,Segunda classe,SC-20275,Samuel Costa,Varejo,Reynosa,Tamaulipas,,México,Norte,MÓV-MÓ-10002446,Móveis,Móveis,"Deflect-O Porta retrato, Durável",3,"587,16","0,4","-195,84"
7337,MX-2015-103506,12/11/2015,12/13/2015,Primeira classe,MM-18490,Marisa Martins,Pequenas e Medias Empresas,Villa Nueva,Guatemala,,Guatemala,Central,MÓV-CA-10003783,Móveis,Cadeiras,"Office Star Cadeira de praia, Par",5,1923,0,326
7341,MX-2017-100538,6/16/2017,6/19/2017,Segunda classe,CA-12310,Carolina Alves,Grande Empresa,Cidade do México,Distrito Federal,,México,Norte,MÓV-CA-10004442,Móveis,Cadeiras,"Harbour Creations Cadeira de balanço, Par",8,"6371,84","0,2","159,04"
7344,US-2016-134439,11/22/2016,11/27/2016,Classe padrão,YC-21880,Yasmin Correia,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MÓV-ES-10004940,Móveis,Estantes,"Bush Estante tradicional, Branco",3,"4982,4","0,4","-166,2"
7352,MX-2016-151176,9/21/2016,9/26/2016,Classe padrão,BS-11215,Beatriz Silva,Pequenas e Medias Empresas,Santa Clara,Villa Clara,,Cuba,Caribe,MÓV-CA-10003678,Móveis,Cadeiras,"SAFCO Poltrona, Ajustável",2,"6185,6",0,"2350,4"
7365,US-2016-145849,8/1/2016,8/8/2016,Classe padrão,EP-13705,Enzo Pinto,Grande Empresa,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MÓV-CA-10002419,Móveis,Cadeiras,"HON Cadeira de praia, Par",7,"1327,2","0,4","-243,6"
7369,MX-2018-145541,9/23/2018,9/29/2018,Classe padrão,VC-21655,Vitória Cavalcanti,Varejo,Goiânia,Goiás,Centro-Oeste,Brasil,Sul,MÓV-MÓ-10001379,Móveis,Móveis,"Tenex Relógio de parede, Premium",3,"977,4",0,"283,2"
7370,MX-2018-145541,9/23/2018,9/29/2018,Classe padrão,VC-21655,Vitória Cavalcanti,Varejo,Goiânia,Goiás,Centro-Oeste,Brasil,Sul,MÓV-CA-10002889,Móveis,Cadeiras,"SAFCO Protetor de piso, Ajustável",1,"415,4",0,"20,6"
7376,MX-2017-103821,8/21/2017,8/25/2017,Classe padrão,LS-17770,Luis Sousa,Varejo,Santiago de Cuba,Santiago de Cuba,,Cuba,Caribe,MÓV-MÓ-10004431,Móveis,Móveis,"Deflect-O Relógio de parede, Preto",1,"335,4",0,"50,2"
7383,MX-2018-107636,9/2/2018,9/8/2018,Classe padrão,CS-12415,Carolina Silva,Varejo,São Paulo,São Paulo,Sudeste,Brasil,Sul,MÓV-MÓ-10003224,Móveis,Móveis,"Advantus Caixa para correspondência, Embalagem multipack",6,"1057,2",0,528
7384,US-2015-144673,4/22/2015,4/24/2015,Segunda classe,MA-18790,Matilde Alves,Pequenas e Medias Empresas,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MÓV-ES-10002848,Móveis,Estantes,"Safco Par, Metal",4,"2382,72","0,4","-79,68"
7391,US-2015-123001,3/30/2015,4/3/2015,Classe padrão,SC-20275,Samuel Costa,Varejo,Ciudad Choluteca,Choluteca,,Honduras,Central,MÓV-MÓ-10004936,Móveis,Móveis,"Deflect-O Moldura, Preto",5,"2200,8","0,4","-624,2"
7392,US-2015-123001,3/30/2015,4/3/2015,Classe padrão,SC-20275,Samuel Costa,Varejo,Ciudad Choluteca,Choluteca,,Honduras,Central,MÓV-ES-10004976,Móveis,Estantes,"Sauder Conjunto de pratelheiras, Preto",5,"3918,6","0,4","-457,4"
7399,MX-2018-114580,12/6/2018,12/13/2018,Classe padrão,BB-11365,Brenda Barros,Grande Empresa,Irapuato,Guanajuato,,México,Norte,MÓV-ES-10000416,Móveis,Estantes,"Dania Biblioteca, Metal",2,"3859,84","0,2","337,44"
7404,MX-2018-168956,6/6/2018,6/13/2018,Classe padrão,FC-14200,Felipe Costa,Pequenas e Medias Empresas,San Andrés Tuxtla,Veracruz,,México,Norte,MÓV-CA-10002269,Móveis,Cadeiras,"Novimex Cadeira de balanço, Preto",9,6192,"0,2","1083,6"
7409,MX-2018-168956,6/6/2018,6/13/2018,Classe padrão,FC-14200,Felipe Costa,Pequenas e Medias Empresas,San Andrés Tuxtla,Veracruz,,México,Norte,MÓV-ES-10002355,Móveis,Estantes,"Dania Estante, Metal",2,"1291,2","0,2","64,4"
7412,MX-2017-122147,11/19/2017,11/24/2017,Classe padrão,RC-19645,Rafael Costa,Grande Empresa,Villa Nueva,Guatemala,,Guatemala,Central,MÓV-MÓ-10000666,Móveis,Móveis,"Rubbermaid Moldura, Durável",5,3564,0,35
7417,MX-2018-123981,5/8/2018,5/15/2018,Classe padrão,BP-11305,Bianca Pereira,Pequenas e Medias Empresas,Carrefour,Ouest,,Haiti,Caribe,MÓV-CA-10002893,Móveis,Cadeiras,"HON Cadeira de praia, Ajustável",7,"1333,92","0,4","-378,28"
7419,MX-2018-123981,5/8/2018,5/15/2018,Classe padrão,BP-11305,Bianca Pereira,Pequenas e Medias Empresas,Carrefour,Ouest,,Haiti,Caribe,MÓV-MÓ-10000306,Móveis,Móveis,"Eldon Relógio de parede, Durável",2,"214,2","0,7","-435,8"
7423,MX-2015-136630,6/23/2015,6/27/2015,Classe padrão,VF-21475,Vitor Fernandes,Pequenas e Medias Empresas,Oriximiná,Pará,Norte,Brasil,Sul,MÓV-ES-10004633,Móveis,Estantes,"Bush Estante, Tradicional",3,"2470,2",0,1062
7426,US-2017-149797,7/6/2017,7/12/2017,Classe padrão,RA-19855,Rebeca Araujo,Grande Empresa,Hermosillo,Sonora,,México,Norte,MÓV-ES-10003211,Móveis,Estantes,"Dania Gaveteiro, Metal",5,"3757,6","0,2","-517,4"
7429,MX-2016-158610,11/3/2016,11/9/2016,Classe padrão,RF-19915,Rebeca Fernandes,Varejo,Cidade do México,Distrito Federal,,México,Norte,MÓV-ME-10003990,Móveis,Mesas,"HON Mesa de conferência, Branco",2,"9852,48","0,2","246,08"
7430,MX-2016-158610,11/3/2016,11/9/2016,Classe padrão,RF-19915,Rebeca Fernandes,Varejo,Cidade do México,Distrito Federal,,México,Norte,MÓV-MÓ-10003156,Móveis,Móveis,"Rubbermaid Relógio de parede, Embalagem multipack",5,"1004,4","0,4","-402,6"
7432,MX-2018-147599,2/1/2018,2/4/2018,Primeira classe,CA-12505,Clara Araujo,Varejo,San Cristóbal de Las Casas,Chiapas,,México,Norte,MÓV-CA-10002523,Móveis,Cadeiras,"HON Banqueta, Preto",3,"2579,52","0,2","225,12"
7435,US-2016-105991,10/13/2016,10/17/2016,Classe padrão,JM-15985,Julieta Melo,Varejo,Tegucigalpa,Francisco Morazán,,Honduras,Central,MÓV-MÓ-10004994,Móveis,Móveis,"Eldon Porta retrato, Durável",1,"220,56","0,4","-44,24"
7439,MX-2018-110338,10/29/2018,11/1/2018,Primeira classe,MC-18235,Mariana Cavalcanti,Grande Empresa,Brasília,Distrito Federal,Centro-Oeste,Brasil,Sul,MÓV-CA-10003678,Móveis,Cadeiras,"SAFCO Poltrona, Ajustável",2,"6185,6",0,"2350,4"
7444,MX-2018-138569,12/26/2018,12/27/2018,Primeira classe,KS-16360,Kauã Sousa,Varejo,Tuxtla Gutiérrez,Chiapas,,México,Norte,MÓV-CA-10002043,Móveis,Cadeiras,"Office Star Cadeira dobrável, Preto",3,"1428,48","0,2","463,68"
7450,MX-2017-123659,9/21/2017,9/26/2017,Classe padrão,VM-21730,Vitoria Melo,Pequenas e Medias Empresas,Cidade do México,Distrito Federal,,México,Norte,MÓV-CA-10004202,Móveis,Cadeiras,"Office Star Poltrona, Preto",2,4960,"0,2",1798
7452,MX-2015-106159,5/7/2015,5/9/2015,Segunda classe,TA-20710,Tânia Azevedo,Pequenas e Medias Empresas,Managua,Managua,,Nicarágua,Central,MÓV-CA-10000861,Móveis,Cadeiras,"Office Star Protetor de piso, Ajustável",2,"910,8",0,"209,2"
7455,MX-2015-122756,1/1/2017,1/6/2017,Classe padrão,EG-13420,Emilly Goncalves,Grande Empresa,Villahermosa,Tabasco,,México,Norte,MÓV-ES-10001528,Móveis,Estantes,"Bush Gaveteiro, Preto",2,"1543,68","0,2","308,48"
7460,MX-2017-100265,7/13/2017,7/18/2017,Classe padrão,MC-17980,Manuela Cunha,Grande Empresa,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Brasil,Sul,MÓV-ES-10004894,Móveis,Estantes,"Ikea Biblioteca, Branco",3,"7318,2",0,"1463,4"
7463,MX-2016-109729,11/3/2016,11/7/2016,Classe padrão,JR-16120,Júlio Rocha,Pequenas e Medias Empresas,Fortaleza,Ceará,Nordeste,Brasil,Sul,MÓV-ES-10000635,Móveis,Estantes,"Sauder Biblioteca, Tradicional",5,12921,0,1550
7466,US-2018-104010,9/24/2018,9/28/2018,Classe padrão,BC-11815,Bruno Cavalcanti,Grande Empresa,Lima,Lima,,Peru,Sul,MÓV-CA-10001756,Móveis,Cadeiras,"Harbour Creations Poltrona, Vermelho",3,"5683,32","0,4","-1421,28"
7473,MX-2018-128692,9/17/2018,9/23/2018,Classe padrão,FC-14140,Fábio Cavalcanti,Pequenas e Medias Empresas,Mixco,Guatemala,,Guatemala,Central,MÓV-ES-10002291,Móveis,Estantes,"Dania Estante, Preto",5,4098,0,737
7475,US-2017-160178,4/11/2017,4/13/2017,Primeira classe,TM-20740,Tânia Martins,Pequenas e Medias Empresas,Tegucigalpa,Francisco Morazán,,Honduras,Central,MÓV-CA-10001183,Móveis,Cadeiras,"SAFCO Protetor de piso, Vermelho",2,"478,56","0,4","-16,24"
7476,US-2017-160178,4/11/2017,4/13/2017,Primeira classe,TM-20740,Tânia Martins,Pequenas e Medias Empresas,Tegucigalpa,Francisco Morazán,,Honduras,Central,MÓV-ES-10002320,Móveis,Estantes,"Ikea Biblioteca, Metal",4,"5805,6","0,4","-2612,8"
7477,US-2017-160178,4/11/2017,4/13/2017,Primeira classe,TM-20740,Tânia Martins,Pequenas e Medias Empresas,Tegucigalpa,Francisco Morazán,,Honduras,Central,MÓV-CA-10004250,Móveis,Cadeiras,"SAFCO Protetor de piso, Par",5,"1241,4","0,4","-621,6"
7479,MX-2017-163790,12/24/2017,12/29/2017,Segunda classe,FC-14320,Fernanda Correia,Varejo,Morelia,Michoacán,,México,Norte,MÓV-MÓ-10001850,Móveis,Móveis,"Deflect-O Caixa para correspondência, Embalagem multipack",4,"405,6","0,4","-34,4"
7485,MX-2016-140704,5/8/2016,5/13/2016,Classe padrão,ES-13450,Emilly Sousa,Pequenas e Medias Empresas,Cancún,Quintana Roo,,México,Norte,MÓV-ES-10002277,Móveis,Estantes,"Safco Gaveteiro, Tradicional",6,"5402,88","0,2","-67,92"
7488,US-2018-142706,9/27/2018,10/2/2018,Classe padrão,TD-20950,Tomás Dias,Grande Empresa,Tepic,Nayarit,,México,Norte,MÓV-ES-10002435,Móveis,Estantes,"Sauder Estante, Metal",5,"3900,8","0,2","-927,2"
7490,US-2018-142706,9/27/2018,10/2/2018,Classe padrão,TD-20950,Tomás Dias,Grande Empresa,Tepic,Nayarit,,México,Norte,MÓV-MÓ-10003980,Móveis,Móveis,"Tenex Peso de porta, Durável",3,"491,04","0,4","-204,96"
7495,MX-2015-102344,12/30/2015,1/1/2016,Segunda classe,MC-18580,Martim Castro,Grande Empresa,Querétaro,Querétaro,,México,Norte,MÓV-CA-10001401,Móveis,Cadeiras,"Novimex Cadeira de praia, Preto",6,"1392,96","0,2","417,36"
7501,MX-2018-158008,11/20/2018,11/26/2018,Classe padrão,LR-17020,Leonardo Rodrigues,Varejo,Culiacán,Sinaloa,,México,Norte,MÓV-MÓ-10001267,Móveis,Móveis,"Tenex Lâmpada, Preto",3,"227,16","0,4","-23,04"
7502,MX-2018-158008,11/20/2018,11/26/2018,Classe padrão,LR-17020,Leonardo Rodrigues,Varejo,Culiacán,Sinaloa,,México,Norte,MÓV-MÓ-10002286,Móveis,Móveis,"Deflect-O Porta retrato, Embalagem multipack",3,"623,52","0,4","10,32"
7506,MX-2015-123995,4/15/2015,4/20/2015,Classe padrão,DC-12640,Daniel Cavalcanti,Varejo,Porto Alegre,Rio Grande do Sul,Sul,Brasil,Sul,MÓV-ES-10001334,Móveis,Estantes,"Ikea Estante, Branco",3,2502,0,"800,4"
7511,MX-2018-117716,7/30/2018,8/5/2018,Classe padrão,JC-15970,Julieta Costa,Varejo,Soyapango,San Salvador,,El Salvador,Central,MÓV-CA-10001833,Móveis,Cadeiras,"Novimex Banqueta, Vermelho",4,"4385,6",0,"1578,4"
7517,MX-2016-137918,9/5/2016,9/11/2016,Classe padrão,CC-12280,Carlos Correia,Varejo,Santa Cruz do Sul,Rio Grande do Sul,Sul,Brasil,Sul,MÓV-CA-10004084,Móveis,Cadeiras,"SAFCO Cadeira de balanço, Par",3,"2743,2",0,795
7520,MX-2016-129651,7/14/2016,7/17/2016,Primeira classe,BM-11725,Bruna Martins,Varejo,Amatitlán,Guatemala,,Guatemala,Central,MÓV-CA-10004862,Móveis,Cadeiras,"Office Star Cadeira dobrável, Par",6,"3758,4",0,"525,6"
7526,US-2017-102596,8/2/2017,8/8/2017,Classe padrão,VD-21445,Vitór Dias,Grande Empresa,Carrefour,Ouest,,Haiti,Caribe,MÓV-MÓ-10004010,Móveis,Móveis,"Rubbermaid Moldura, Preto",6,"1318,68","0,7","-2418,12"
7532,MX-2017-158624,7/23/2017,7/27/2017,Classe padrão,JR-16015,Julieta Ribeiro,Varejo,Mixco,Guatemala,,Guatemala,Central,MÓV-CA-10001628,Móveis,Cadeiras,"Novimex Poltrona, Preto",6,"18220,8",0,4008
7538,MX-2015-144827,7/30/2015,8/1/2015,Segunda classe,GG-14590,Gabrielly Gomes,Grande Empresa,Milpa Alta,Distrito Federal,,México,Norte,MÓV-CA-10004873,Móveis,Cadeiras,"Office Star Banqueta, Ajustável",5,"4704,8","0,2","58,8"
7540,MX-2015-144827,7/30/2015,8/1/2015,Segunda classe,GG-14590,Gabrielly Gomes,Grande Empresa,Milpa Alta,Distrito Federal,,México,Norte,MÓV-MÓ-10004936,Móveis,Móveis,"Deflect-O Moldura, Preto",3,"1320,48","0,4","-374,52"
7544,MX-2017-130204,6/25/2017,6/30/2017,Classe padrão,VO-21520,Vitor Oliveira,Varejo,San Salvador,San Salvador,,El Salvador,Central,MÓV-CA-10001195,Móveis,Cadeiras,"Harbour Creations Poltrona, Par",4,"12689,6",0,"5836,8"
7557,US-2018-165001,11/22/2018,11/28/2018,Classe padrão,SP-20395,Sarah Pinto,Varejo,Caracas,Distrito Capital,,Venezuela,Sul,MÓV-ES-10000416,Móveis,Estantes,"Dania Biblioteca, Metal",4,"5789,76","0,4","-1255,04"
7566,US-2018-155124,12/26/2018,12/30/2018,Classe padrão,BA-11320,Brenda Almeida,Varejo,Guadalajara,Jalisco,,México,Norte,MÓV-ES-10000101,Móveis,Estantes,"Safco Gaveteiro, Metal",3,"2692,8","0,2","-404,4"
